Heading,Summary,Link,PostedBy,PostedOnDate
Rockwell broadens its reach with $6.4 bln purchase of B/E Aerospace,"After two years of looking to expand, aircraft component maker Rockwell Collins Inc has struck a deal to buy aircraft interior maker B/E Aerospace Inc for $62 a share in cash and stock, the companies said on Sunday.",http://www.financialexpress.com/industry/companies/rockwell-broadens-its-reach-with-6-4-bln-purchase-of-be-aerospace/427608/,Reuters ," October 24, 2016 4:25 AM"
"Air India plane suffers tyre brust, makes emergency landing at IGI","An Air India plane, carrying 108 passengers and crew members onboard, today made an emergency landing at the Indira Gandhi International airport here after its tyre burst while taking off from Udaipur.",http://www.financialexpress.com/industry/companies/air-india-plane-suffers-tyre-brust-makes-emergency-landing-at-igi/427509/,PTI ," October 24, 2016 12:58 AM"
"Patanjali to enter textile manufacturing sector, says Yoga guru Ramdev","Patanjali is entering the textile manufacturing sector, its founder Yoga guru Ramdev today said and expressed hope that the group’s growth rate will swell to 200 per cent in the next fiscal.",http://www.financialexpress.com/industry/companies/patanjali-to-enter-textile-manufacturing-sector-says-yoga-guru-ramdev/426858/,PTI ," October 22, 2016 9:17 PM"
Bajaj production remains unaffected,"Production at Bajaj Auto’s Chakan plant in Pune remained smooth on Friday, a day after the wage dispute escalated. ",http://www.financialexpress.com/industry/companies/bajaj-production-remains-unaffected/426373/,Geeta Nair ," October 22, 2016 6:22 AM"
"COAI dismayed over fine on telcos, takes hands off approach","Cellular operators’ association COAI has expressed disappointment over the Rs 3,050 crore penalty recommended by Trai on incumbent operators Airtel, Vodafone and Idea for allegedly denying interconnectivity to newcomer Reliance Jio.",http://www.financialexpress.com/industry/companies/coai-dismayed-over-fine-on-telcos-takes-hands-off-approach/427172/,PTI ," October 23, 2016 12:00 PM"
AT&T agrees in principle to buy Time Warner for $85 billion: Sources,"AT&T Inc (T.N) has reached an agreement in principle to buy Time Warner Inc (TWX.N) for about $85 billion, sources said on Friday, paving the way for what would be the biggest deal in the world this year, giving the telecom company control of cable TV channels HBO and CNN, film studio Warner Bros and other coveted media assets.",http://www.financialexpress.com/industry/companies/att-agrees-in-principle-to-buy-time-warner-for-85-billion-sources/426921/,Reuters ," October 22, 2016 11:20 PM"
"Power Grid board approves investments of Rs 1,184.45 cr","Power Grid Corp today said its board has approved proposals to invest Rs 1,184.45 crore in power transmission projects across the country. ",http://www.financialexpress.com/industry/companies/power-grid-board-approves-investments-of-rs-1184-45-cr/426874/,PTI ," October 22, 2016 9:52 PM"
"From Huawei P9, FitBit Charge HR to Samsung Gear VR, here are 11 perfect Diwali gifts","From smart shirts and smart bulbs to VR headsets and floor robots, here are some of the hottest gadgets that you can gift this Diwali",http://www.financialexpress.com/industry/tech/from-huawei-p9-fitbit-charge-hr-to-samsung-gear-vr-here-are-11-perfect-diwali-gifts/426977/,FE Bureau ," October 23, 2016 6:01 AM"
"Cyber attacks disrupt PayPal, Twitter and other sites","Cyber attacks targeting a little known internet infrastructure company, Dyn, disrupted access to dozens of websites on Friday, preventing some users from accessing PayPal, Twitter and Spotify.",http://www.financialexpress.com/industry/tech/cyber-attacks-disrupt-paypal-twitter-other-sites/426328/,Reuters ," October 22, 2016 3:26 AM"
Mindtree Q2 net profit dips 23.2%,Bengaluru-based software exporter Mindtree on Friday reported a decline of 23.2% in net profit at R94.8 crore for the second quarter ended September compared to the June quarter.,http://www.financialexpress.com/industry/companies/mindtree-q2-net-profit-dips-23-2/426377/,FE Bureau ," October 24, 2016 4:59 PM"
"Diwali Gifts: Feasting-From wines to gourmet food hampers, here are 11 delightful presents to give","Diwali and feasting are synonymous. To that, add a drink, or two. For most people, indulging in the pleasures of the palate begins much before the actual festival, making gastronomic delights an apt gift. From limited-edition wines to gourmet food hampers, here’s an eclectic selection that will surely delight your loved ones.",http://www.financialexpress.com/industry/tech/diwali-gifts-feasting-from-wines-to-gourmet-food-hampers-here-are-11-delightful-presents-to-give/427001/,FE Bureau ," October 23, 2016 6:03 AM"
Wipro numbers mirror IT gloom,"Mirroring the subdued mood currently prevalent in the Indian IT industry, Wipro too posted flat revenue growth for the three months to September with net profit rising marginally due to cost optimisation measures and higher utilisation of its employees.",http://www.financialexpress.com/industry/companies/wipro-numbers-mirror-it-gloom/426404/,FE Bureau ," October 22, 2016 6:31 AM"
"Diwali Gifts: Beauty & Utility-From lovely jewels to eye-catching timepieces, here are 25 products to pick from","It’s that time of the year again—the season of gifting and giving. We bring to you the choicest selection of gifts this festive season. From resplendent figurines and quirky bookends to ethereal jewels and eye-catching timepieces, there is something for everyone here. Go ahead, take your pick.",http://www.financialexpress.com/industry/tech/diwali-gifts-beauty-utility-from-lovely-jewels-to-eye-catching-timepieces-here-are-25-products-to-pick-from/426988/,FE Bureau ," October 23, 2016 6:02 AM"
Foreign funded group wants to stop Adani project in Australia: Report,"Adani’s 21.7 billion dollar coal mine project in Australia was being targeted by a “foreign funded, highly orchestrated” group which influenced the traditional land owners and legal environmental challenges’ to stop it, a new set of emails released by WikiLeaks has said.",http://www.financialexpress.com/industry/companies/foreign-funded-group-wants-to-stop-adani-project-in-australia-report/426534/,PTI ," October 22, 2016 1:04 PM"
Payment to former CFO suspended due to pending clarifications: Infosys,"Infosys, India’s second largest software exporter, on Friday said payments amounting to R17.38 crore were suspended to Rajiv Bansal, former CFO of the company, pending certain clarifications with regard to such rights and obligations. ",http://www.financialexpress.com/industry/companies/payment-to-former-cfo-suspended-due-to-pending-clarifications-infosys/426375/,FE Bureau ," October 22, 2016 6:23 AM"
AT&T in advance stage to acquire Time Warner: Report,"Telecom giant AT&T is in advance stage to acquire Time Warner in an estimated USD 80 billion deal, according to a media report which said the agreement could result in creation of a new conglomerate in the field of media and Internet. ",http://www.financialexpress.com/industry/companies/att-in-advance-stage-to-acquire-time-warner-report/426473/,PTI ," October 22, 2016 11:07 AM"
Reliance identifies 2 locations for defence mfg in MP: Anil Ambani,"Reliance Group Chairman Anil Ambani today said with 90 per cent of defence equipment being imported, there is huge opportunity for domestic manufacturing and his group has identified two locations in Madhya Pradesh for setting up production facilities.",http://www.financialexpress.com/companies/reliance-identifies-2-locations-for-defence-mfg-in-mp-anil-ambani/426773/,PTI ," October 22, 2016 7:04 PM"
Tata Motors lines up slew of models to take on rivals,"Targetting to become the third biggest passenger vehicle maker in India by 2019-20 after Maruti Suzuki and Hyundai, homegrown auto major Tata Motors is lining up a slew of new products, including a compact SUV, premium hatchback and an executive sedan.",http://www.financialexpress.com/industry/companies/tata-motors-lines-up-slew-of-models-to-take-on-rivals/427171/,PTI ," October 23, 2016 12:18 PM"
Cairn India Q2 net profit up 139 per cent; cuts operating cost,Cairn India today reported more than doubling of the second-quarter net profit after it managed to slash operating cost and reduced discounts on Rajasthan crude oil sales.,http://www.financialexpress.com/industry/companies/cairn-india-q2-net-profit-up-139-per-cent-cuts-operating-cost/426262/,PTI ," October 22, 2016 12:24 AM"
GMAT score can now be reinstated within 4 years and 11 months,"In good news for students, the time period in which you could reinstate your Graduate Management Admission Test (GMAT) score has now been increased from 60 days to 4 years and 11 months.",http://www.financialexpress.com/industry/jobs/gmat-score-can-now-be-reinstated-within-60-days-window/427195/,FE Online ," October 24, 2016 4:29 PM"
Russian indicted in US on charges of hacking LinkedIn,"A federal grand jury in California has indicted a Russian man for hacking computers belonging to LinkedIn Corp (LNKD.N), Dropbox and Formspring, the US Justice Department said on Friday.",http://www.financialexpress.com/industry/companies/russian-indicted-in-us-on-charges-of-hacking-linkedin/426398/,Reuters ," October 22, 2016 5:05 AM"
Eureka Forbes aims to increase global footprint,"Shapoorji Pallonji Group firm Eureka Forbes, which is aiming to become a USD 1 billion company by 2020, is expanding its presence in Europe as well as North and South America, besides other geographies. ",http://www.financialexpress.com/companies/eureka-forbes-aims-to-increase-global-footprint/427245/,PTI ," October 23, 2016 2:25 PM"
Reliance forays into LPG retailing,"Reliance Industries, operator of the world’s biggest oil-refining complex, has forayed into cooking gas retailing, launching a 4-kg LPG cylinder on pilot basis.",http://www.financialexpress.com/industry/companies/reliance-forays-into-lpg-retailing/427208/,PTI ," October 23, 2016 12:59 PM"
"Reliance Jio fight: Trai for Rs 3,050-crore fine on Bharti, Vodafone, Idea","The Telecom Regulatory Authority of India on Friday recommended a fine of R50 crore per circle against the top three incumbent operators — Bharti Airtel, Vodafone India and Idea Cellular — for denying sufficient points of interconnect to Reliance Jio Infocomm resulting in inconvenience to RJio’s consumers as a large number of call attempts resulted in failure.",http://www.financialexpress.com/industry/companies/reliance-jio-fight-trai-for-rs-3050-crore-fine-on-bharti-vodafone-idea/426428/,FE Bureau ," October 22, 2016 6:34 AM"
McDonald’s US sales revive amid stiff competition,"McDonald’s Corp’s turnaround remained on track in the latest quarter despite intense competition in the United States, helped by all-day breakfast, “McPick” value promotions and chicken McNuggets with simpler ingredients, the company said on Friday.",http://www.financialexpress.com/industry/companies/mcdonalds-us-sales-revive-amid-stiff-competition/426348/,Reuters ," October 22, 2016 3:21 AM"
"HDFC ERGO, Maruti Insurance to offer insurance to Maruti Suzuki buyers","HDFC ERGO General Insurance Company, India’s leading private sector non-life insurance provider, announced the tie-up with Maruti Insurance Broking Private Limited…",http://www.financialexpress.com/industry/insurance/hdfc-ergo-maruti-insurance-to-offer-insurance-to-maruti-suzuki-buyers/426527/,ANI ," October 22, 2016 12:58 PM"
SBI asks customers not to use other banks’ ATMs,State Bank of India (SBI) has advised its customers not to use automated teller machines (ATMs) of other banks for the time being for safe transactions following reports of the biggest-ever cyber security breach in the country’s banking system.,http://www.financialexpress.com/industry/banking-finance/sbi-asks-customers-not-to-use-other-banks-atms/426343/,FE Bureau ," October 22, 2016 6:15 AM"
Maruti Suzuki India models in top ten list in H1 FY17,"Country’s largest car maker Maruti Suzuki India continued its hold on the Indian passenger vehicles segment with six of its models featuring in the top ten selling list in the first half of this fiscal, thereby helping the company maintain its market share.",http://www.financialexpress.com/industry/companies/maruti-suzuki-india-models-in-top-ten-list-in-h1-fy17/427212/,PTI ," October 23, 2016 1:09 PM"
Judiciously allow staff to travel on jump seats: Air India to pilots,"Air India has directed all its pilots to “judiciously” use their discretion of allowing an airline staff on leave to travel on a jump seat of the aircraft, which are meant for the crew members to rest.",http://www.financialexpress.com/industry/companies/judiciously-allow-staff-to-travel-on-jump-seats-air-india-to-pilots/426281/,PTI ," October 22, 2016 1:13 AM"
Microsoft launches cybersecurity engagement centre in India,US tech giant Microsoft has set up a cybersecurity engagement centre (CSEC) in the Delhi-NCR region that will help it work with partners to identify and respond to cyber threats in the country.,http://www.financialexpress.com/industry/tech/microsoft-launches-cybersecurity-engagement-centre-in-india/425977/,PTI ," October 21, 2016 3:42 PM"
Here’s why Yash Birla has been chargesheeted by Mumbai police,"Yashovardhan Birla, chairman of the Yash Birla Group, his close aide Anant Vardhan and seven others have been named by the Economic Offences Wing of the Mumbai police in a chargesheet ",http://www.financialexpress.com/industry/companies/why-yash-birla-has-been-chargesheeted-cheating-case-bpsl-investment-scam-eow-mumbai-police/425987/,FE Online ," October 21, 2016 4:24 PM"
"Facing Reliance Jio challenge, Vodafone offers free incoming on national roaming from Diwali","To counter threat from Reliance Jio free phone call offer, telecom operator Vodafone India free incoming calls while roaming nationally for all its customers from Diwali.",http://www.financialexpress.com/companies/vodafone-offers-free-incoming-on-national-roaming-from-diwali/425929/,PTI ," October 21, 2016 2:51 PM"
"Samsung launches ‘Galaxy On Nxt’ smartphone at Rs 18,490","Expanding its “Galaxy On Series” portfolio, Samsung India on Friday launched a mid-segment smartphone “Galaxy On Nxt” for Rs 18,490 in India.",http://www.financialexpress.com/industry/tech/samsung-launches-galaxy-on-nxt-smartphone-at-rs-18490/426081/,IANS ," October 21, 2016 6:00 PM"
Govt has sought report on debit card data compromise: Arun Jaitley,Finance Minister Arun Jaitley said the government has sought a detailed report on the extent of debit card data compromise following the biggest security breach in the Indian banking industry that affected over 32 lakh card holders.,http://www.financialexpress.com/industry/banking-finance/govt-has-sought-report-on-debit-card-data-compromise-arun-jaitley/425961/,PTI ," October 21, 2016 3:19 PM"
"Kribhco, OCP to form joint-venture for Rs 1,500 crore fertiliser unit in Andhra Pradesh","Fertiliser co-operative Kribhco today announced a joint venture with Moroccan firm OCP to set up a new plant for manufacturing phosphatic fertilisers in Andhra Pradesh with an investment of Rs 1,500 crore.",http://www.financialexpress.com/companies/kribhco-ocp-to-form-joint-venture-for-rs-1500-crore-fertiliser-unit-in-andhra-pradesh/426194/,PTI ," October 21, 2016 9:55 PM"
SBI advises customers to use its own ATM network,"The country’s largest commercial lender, State Bank of India (SBI), has advised its customers to use the bank’s own ATM network after the security breach of around six lakh debit cards issued by the bank, an official said.",http://www.financialexpress.com/industry/banking-finance/sbi-advises-customers-to-use-its-own-atm-network/425972/,PTI ," October 21, 2016 3:38 PM"
"Bombardier to scrap 7,500 more jobs as CEO deepens cost cuts","Bombardier Inc. will cut an additional 7,500 jobs — more than 10 percent of its workforce — as the maker of trains and airplanes accelerates a restructuring plan after taking on billions of dollars of debt developing its marquee jetliner.",http://www.financialexpress.com/industry/companies/bombardier-to-scrap-7500-more-jobs-as-ceo-deepens-cost-cuts/425937/,Bloomberg ," October 21, 2016 4:05 PM"
"Mukesh Ambani, India needs you to keep spending: Gadfly","On Thursday, Ambani’s Reliance Industries announced operating profit before exceptional items of 107.95 billion rupees ($1.62 billion), a 36 percent jump from the year-earlier quarter. ",http://www.financialexpress.com/industry/companies/mukesh-ambani-india-needs-you-to-keep-spending-gadfly/425897/,Bloomberg ," October 21, 2016 1:56 PM"
AT&T in advanced talks to buy Time Warner: Report,"AT&T Inc is in advanced discussions to acquire media conglomerate Time Warner Inc, and a deal could come as early as this weekend, the Wall Street Journal reported on Friday.",http://www.financialexpress.com/companies/att-in-advanced-talks-to-buy-time-warner-report/426206/,Reuters ," October 21, 2016 10:04 PM"
Stage set for banks to take effective action on NPAs: Arun Jaitley,"Terming the mounting bad loans as “next big challenge” for the country, Finance Minister Arun Jaitley said banks should enforce their right and recover dues in the larger interest of the economy.",http://www.financialexpress.com/industry/banking-finance/stage-set-for-banks-to-take-effective-action-on-npas-arun-jaitley/426146/,PTI ," October 21, 2016 7:45 PM"
Steps being taken to provide quality education to youth: Prakash Javadekar,Union Human Resource Development Minister Prakash Javadekar said “effective steps” were being taken to provide quality education to the youth in the country.,http://www.financialexpress.com/industry/jobs/steps-being-taken-to-provide-quality-education-to-youth-prakash-javadekar/426232/,PTI ," October 21, 2016 10:41 PM"
"Ready with roadmap to deposit Rs 12,000 crore by December 2018: Sahara","Embattled Sahara Group today told the Supreme Court it was ready with a roadmap to deposit the remaining amount of Rs 12,000 crore in the SEBI-Sahara account by December 2018 to be refunded to the investors.",http://www.financialexpress.com/industry/companies/ready-with-roadmap-to-deposit-rs-12000-crore-by-december-2018-sahara/426259/,PTI ," October 22, 2016 12:36 AM"
Apple joins Samsung: iPhone 7 catches fire; destroys car in Australia,"Move over Samsung’s bursting devices, as an Australian surfer has claimed that an iPhone 7, which caught fire, has destroyed his car while he was out in the water, and released a video footage for the same.",http://www.financialexpress.com/industry/tech/apple-joins-samsung-iphone-7-explodes-sets-an-australians-car-on-fire/425876/,FE Online ," October 21, 2016 10:26 PM"
Amazon Prime Video India partners with Vishesh Films,Amazon and Vishesh Films have announced a long-term agreement that will make Prime Video India the exclusive subscription streaming destination for all existing and new releases from the production house.,http://www.financialexpress.com/companies/amazon-prime-video-india-partners-with-vishesh-films/426182/,PTI ," October 21, 2016 8:54 PM"
JM Financial to acquire 24.5 per cent in Mumbai based India Home Loan,Nimesh Kampani-led JM Financial said its subsidiary will acquire 24.5 per cent stake in India Home Loan (IHL) on a preferential allotment basis.,http://www.financialexpress.com/companies/jm-financial-to-acquire-24-5-per-cent-in-mumbai-based-india-home-loan/426227/,PTI ," October 21, 2016 10:38 PM"
"Reliance Retail unveils LYF F1 smartphone at Rs 13,999","Creating a ripple in the mid-segment smartphone market, Reliance Retail on Friday launched a feature-packed smartphone+ LYF F1 at Rs 13,999.",http://www.financialexpress.com/industry/tech/reliance-retail-unveils-lyf-f1-smartphone-at-rs-13999/426029/,IANS ," October 21, 2016 4:45 PM"
Card breach can hinder PM Narendra Modi’s quest to go cashless; here’s how,India’s quest to become a cashless economy has been dealt a blow by a data breach that compromised as many as 3.2 million debit cards.,http://www.financialexpress.com/industry/banking-finance/card-breach-can-hinder-pm-narendra-modis-quest-to-go-cashless-heres-how/425958/,Bloomberg ," October 21, 2016 3:08 PM"
Square Yard crosses $1 billion worth property transactions,Realty portal Square Yards on Friday said it has crossed one billion dollar in terms of total value of properties sold through its platform.,http://www.financialexpress.com/companies/square-yard-crosses-1-billion-worth-property-transactions/426176/,PTI ," October 21, 2016 8:49 PM"
"Trai recommends Rs 3,050 crore fine on Airtel, Vodafone, Idea","Telecom regulator Trai recommended a total penalty of Rs 3,050 crore on incumbent players Bharti Airtel, Vodafone and Idea Cellular for denying interconnection facility to newcomer Reliance Jio Infocomm.",http://www.financialexpress.com/companies/trai-recommends-rs-3050-crore-fine-on-airtel-vodafone-idea/426218/,PTI ," October 21, 2016 10:13 PM"
"Trivandrum Government Medical College asks girls to not wear leggings, short tops and jeans in campus","The notice states a set of rules that have been implemented to the MBBS course to ensure regular attendance and at the bottom of it, certain Do’s and Don’t for both ‘gents’ and ‘ladies’ can be seen.",http://www.financialexpress.com/industry/jobs/trivandrum-government-medical-college-asks-girls-to-not-wear-leggings-short-tops-and-jeans-in-campus/425899/,FE Online ," October 21, 2016 2:00 PM"
Samsung smartphone found emitting smoke at Japan airport,"The smartphone started to emit smoke on Tuesday, shortly after its owner tried to detach the battery at a security check point for international flights, Xinhua news agency reported.",http://www.financialexpress.com/industry/tech/samsung-smartphone-found-emitting-smoke-at-japan-airport/425907/,IANS ," October 21, 2016 2:02 PM"
"Bank of Baroda gets approval to raise Rs 2,000 cr via bonds","Public sector lender Bank of Baroda today said it has received approval to raise raise up to Rs 2,000 crore by issuing Basel III compliant bonds on a private placement basis.",http://www.financialexpress.com/industry/banking-finance/bank-of-baroda-gets-approval-to-raise-rs-2000-cr-via-bonds/426096/,PTI ," October 21, 2016 6:21 PM"
Reliance Jio 4G speed test: Slowest among top 5 networks according to TRAI data; RJIL cries foul,"Reliance Jio, hailed as the next big thing in the world of telecom, is actually the slowest network among incumbents like Airtel, Vodafone, Idea and Reliance itself.",http://www.financialexpress.com/industry/companies/reliance-jio-4g-speed-test-slowest-among-top-5-networks-according-to-trai-data-rjil-cries-foul/425940/,FE Online ," October 21, 2016 3:57 PM"
"Wipro net profit dips 7.6 per cent to Rs 2,070 crore in the July-September quarter","Country’s third largest software services firm Wipro reported 7.6 per cent decline, year-on-year, in consolidated net profit at Rs 2,070.4 crore for the September quarter of the current financial year.",http://www.financialexpress.com/companies/wipro-posts-7-6-per-cent-q2-profit-fall-as-employee-costs-rise/426046/,PTI ," October 21, 2016 11:26 PM"
Govt can look at options other than levy to fund RCF: SpiceJet,"On a day when the government announced the final contours of the ambitious regional connectivity scheme, SpiceJet chief Ajay Singh said the government could look at other ways to fund it rather than impose “more of a tax on consumers”.",http://www.financialexpress.com/companies/govt-can-look-at-options-other-than-levy-to-fund-rcs-spicejet/426190/,PTI ," October 21, 2016 9:39 PM"
Reliance Jio unlikely to gain 2% revenue market share in 2017: Fitch,"Global rating agency Fitch does not see Reliance Jio, the new entrant in the highly competitive telecom space, gaining even 2 per cent of revenue market share in 2017 but will disrupt the industry with its aggressive pricing strategies.",http://www.financialexpress.com/industry/companies/reliance-jio-unlikely-to-gain-2-revenue-market-share-in-2017-fitch/426107/,PTI ," October 21, 2016 6:47 PM"
"Wal-Mart, JD.com offer more choices ahead of Singles Day","Wal-Mart and JD.com are offering more choices for Chinese shoppers ahead of Singles Day, one of the world’s biggest online shopping days of the year.",http://www.financialexpress.com/industry/companies/wal-mart-jd-com-offer-more-choices-ahead-of-singles-day/425746/,Associated Press ," October 21, 2016 10:27 AM"
Reliance Retail’s pre-tax profit up 31% to R264 cr,"Reliance Retail’s profit before depreciation interest taxes increased 31% from a year ago to R264 crore in 2Q FY17 while revenues increased 63% from a year ago to R8,079 crore led by growth in digital, fashion, lifestyle and petroleum products, the company said in a post earnings statement.",http://www.financialexpress.com/industry/companies/reliance-retails-pre-tax-profit-up-31-to-r264-cr/425604/,FE Bureau ," October 21, 2016 6:25 AM"
PayPal revenue beats estimates as payment volumes surge,"PayPal Holdings Inc reported a better-than-expected 18.1 percent rise in quarterly revenue, helped by a surge in payment processing volumes and customer additions.",http://www.financialexpress.com/industry/companies/paypal-revenue-beats-estimates-as-payment-volumes-surge/425551/,Reuters ," October 21, 2016 3:30 AM"
Jaguar Land Rover and Ford test connected cars in Britain to cut accidents,"Jaguar Land Rover, Ford and Tata Motors are testing connected cars which can communicate with each other using technology designed to speed up journeys and cut accidents, the first such trials in Britain.",http://www.financialexpress.com/industry/tech/jaguar-land-rover-and-ford-test-connected-cars-in-britain/425617/,Reuters ," October 21, 2016 5:31 AM"
"Companies will make ‘incredible’ earnings post GST, says Mark Mobius","The implementation of Goods and Services Tax (GST) in India would result in “incredible” earnings up to 20 percent for companies, says Mark Mobius",http://www.financialexpress.com/industry/companies/mark-mobius-gst-impact-india-companies-nifty-to-make-incredible-earnings/425772/,FE Online ," October 21, 2016 11:39 AM"
Air India in talks with BSNL to install Wi-fi facility on their flights,"However, feasebility and the cost of installing the facility will be the key factors in arriving at this decision.",http://www.financialexpress.com/industry/companies/air-india-in-talks-with-bsnl-to-install-wi-fi-facility-on-their-flights/425767/,FE Online ," October 21, 2016 11:24 AM"
"When Bond was broken: Pierce Brosnan says Pan Bahar violated contract, exploited his image for their product",Brosnan has now demanded that the company remove him from their advertisement campaign and claimed that he had no prior knowledge of endorsing something harmful as this. ,http://www.financialexpress.com/industry/companies/when-bond-was-broken-pierce-brosnan-says-pan-bahar-violated-contract-exploited-his-image-for-their-product/425669/,FE Online ," October 21, 2016 8:27 AM"
Wipro buys US cloud company Appirio in $500 mn deal,"Wipro in $500-m deal for US cloud firm Appirio India’s third largest IT services exporter Wipro on Thursday said it will acquire US-based cloud services company Appirio for a cash consideration of $500 million, making it the second largest buyout in its history.",http://www.financialexpress.com/industry/companies/wipro-buys-us-cloud-company-appirio-in-500-mn-deal/425633/,NA,"October 21, 2016 7:13 AM"
"Shopping malls take the battle to e-commerce majors Flipkart, Amazon, Snapdeal; here’s how","Faced with heavy discounts from e-commerce players, shopping mall owners in major cities are shaping back and going aggressive in the run-up to Diwali, offering freebies and easy finance options, hoping to win back footfall and increase their business by at least 45-50% in the ongoing festive season as compared to similar period last year, an Assocham paper has noted.",http://www.financialexpress.com/industry/companies/shopping-malls-take-the-battle-to-e-commerce-majors-flipkart-amazon-snapdeal-heres-how/425494/,FE Bureau ," October 21, 2016 6:01 AM"
NBCC share sale opens for retail buying,"As many as 9 crore NBCC shares are being sold over two days at a floor price of Rs 246.50. The government hopes to raise about Rs 2,200 crore through the exercise, which concludes today. ",http://www.financialexpress.com/industry/companies/nbcc-share-sale-opens-for-retail-buying/425851/,PTI ," October 21, 2016 1:03 PM"
Bosch and Maker Village to host “Bosch DNA Grand Challenge”,"With an aim to test the innovative skills and technical knowledge of fledgling companies, Kochi based Maker Village will team up with Bosch to host “Bosch DNA Grand Challenge” for electronics startup companies here. ",http://www.financialexpress.com/industry/companies/bosch-and-maker-village-to-host-bosch-dna-grand-challenge/425875/,PTI ," October 21, 2016 1:27 PM"
Shell sells non-core Canadian oil and gas assets for $1 billion,"Royal Dutch Shell Plc said on Thursday it is selling about 206,000 acres (83,365 hectares) of non-core oil and gas properties in western Canada to Tourmaline Oil Corp for about $1.03 billion.",http://www.financialexpress.com/industry/companies/shell-sells-non-core-canadian-oil-and-gas-assets-for-1-billion/425591/,Reuters ," October 21, 2016 4:46 AM"
JICA announces scholarships for IIT-Hyderabad students,"Thirty graduating students of Indian Institute of Technology, Hyderabad will be offered scholarships by Japan International Cooperation Agency to study in Japanese universities.",http://www.financialexpress.com/industry/jobs/jica-announces-scholarships-for-iit-hyderabad-students/425611/,PTI ," October 21, 2016 5:04 AM"
On track to achieve full profitability by 2017: Practo CEO Shashank ND,"Beyond connecting doctors and patients, health-tech startup Practo which has now forayed into OPD management and health information management system (HIMS) says certain parts of its business are already profitable and it is on track to achieve full profitability by next year",http://www.financialexpress.com/industry/companies/on-track-to-achieve-full-profitability-by-2017-practo-ceo-shashank-nd/425640/,Mohd Ujaley ," October 21, 2016 6:10 AM"
"Bajaj Auto trade unions say hike in wages not enough, threaten to go to court","In yet another wage dispute at Bajaj Auto, workers at the company’s Chakan and Akurdi plants on Thursday rejected an offer to increase wages by R10,000-11,500 with the unions threatening to go to court, reports Geeta Nair in Pune. ",http://www.financialexpress.com/industry/companies/bajaj-auto-trade-unions-say-hike-in-wages-not-enough-threaten-to-go-to-court/425610/,Geeta Nair ," October 21, 2016 6:57 AM"
Call centre scam: People info sites were used to trap victims,"Scamsters in the recently busted multi-crore call centre racket were using well-known people search websites, which provide a person’s name and addresses, to gauge a potential victim’s ability to pay as part of their illegal operations, police have revealed. ",http://www.financialexpress.com/industry/companies/call-centre-scam-people-info-sites-were-used-to-trap-victims/425865/,PTI ," October 21, 2016 1:12 PM"
"RSS-affiliated SSUN suggests HRD ministry to scrap English requirement, references insulting India","Following a meeting by SSUN leaders to the HRD minister Prakash Javadekar, HRD official, in a mail, acknowledged the SSUN suggestions, and asserted that they will be discussed during the formation of the new education policy.",http://www.financialexpress.com/industry/jobs/rss-affiliated-ssun-suggests-hrd-ministry-to-scrap-english-requirement-references-insulting-india/425795/,FE Online ," October 21, 2016 12:06 PM"
Ashok Leyland bags $170-million order from Tanzania government,"Hinduja group flagship Ashok Leyland Limited on Thursday announced that it has won an order valued at $170 million from the Tanzanian government for the purchase of gensets, spares and equipment for development of workshops, training modules and allied equipment to be fitted on ambulances.",http://www.financialexpress.com/industry/companies/ashok-leyland-bags-170-million-order-from-tanzania-government/425607/,FE Bureau ," October 21, 2016 6:26 AM"
Car review: Honda Accord Hybrid; carmaker re-enters Indian premium sedan segment,It’s a big car—longer than BMW 5 Series and Mercedes-Benz E-Class—and almost as luxurious. It’s powerful—212bhp of maximum output—yet has a claimed fuel-efficiency of 23.1kpl that can put some small cars to shame.,http://www.financialexpress.com/industry/companies/car-review-honda-accord-hybrid-carmaker-re-enters-indian-premium-sedan-segment/425505/,Vikram Chaudhary ," October 21, 2016 7:05 AM"
Indiamart reports Rs 40-crore loss in FY16,"B2B marketplace Indiamart reported a loss of R40 crore in the year to March 2016 on revenues of R300 crore, Dinesh Agarwal, CEO of Indiamart told FE.",http://www.financialexpress.com/industry/companies/indiamart-reports-r40-crore-loss-in-fy16/425597/,Hita Gupta ," October 21, 2016 7:13 AM"
Reliance Jio free service offer jolt: Trai orders scheme to be closed by Dec 3,Reliance Jio Infocomm’s welcome offer under which it is offering free connection and services to its subscribers will now end on December 3 against the earlier promised date of December 31. ,http://www.financialexpress.com/industry/companies/reliance-jio-free-service-offer-jolt-trai-orders-scheme-to-be-closed-by-dec-3/425635/,FE Bureau ," October 21, 2016 6:58 AM"
"Debit card fraud: In biggest ever cyber security breach in India, customers lose Rs 1.3 cr","Complaints across 19 banks, 641 customers",http://www.financialexpress.com/industry/banking-finance/debit-card-fraud-in-biggest-ever-cyber-security-breach-in-india-customers-lose-rs-1-3-cr/425626/,FE Bureau ," October 21, 2016 7:00 AM"
HDFC raises Rs 500 cr via masala bonds,Mortgage lender HDFC today said it has raised Rs 500 crore through rupee-denominated bonds from overseas investors. ,http://www.financialexpress.com/industry/banking-finance/hdfc-raises-rs-500-cr-via-masala-bonds/425825/,PTI ," October 21, 2016 12:18 PM"
